id,produce_type,name,method,drying_temperature_C,typical_drying_time_min
2160,Vegetable,Cucumber,Microwave,78.0,60
2161,Fruit,Jackfruit,Microwave,55.4,67
2162,Vegetable,Tomato,Freeze-Drying,-21.7,819
2163,Vegetable,Coriander Leaves,Microwave,63.6,73
2164,Fruit,Apricot,Microwave,66.5,72
2165,Fruit,Dragon Fruit,Freeze-Drying,27.0,1325
2166,Fruit,Banana,Hot-Air,45.5,169
2167,Vegetable,Mushroom,Solar,53.4,1021
2168,Vegetable,Green Peas,Freeze-Drying,-5.9,1748
2169,Vegetable,Tomato,Freeze-Drying,-3.9,1313
2170,Fruit,Jackfruit,Hot-Air,83.9,167
2171,Vegetable,Potato,Hot-Air,48.7,393
2172,Fruit,Custard Apple,Freeze-Drying,-28.7,1241
2173,Vegetable,Tomato,Microwave,62.6,14
2174,Vegetable,Bitter Gourd,Hot-Air,67.3,229
2175,Vegetable,Carrot,Freeze-Drying,0.1,1331
2176,Vegetable,Radish,Microwave,70.9,89
2177,Vegetable,Green Peas,Freeze-Drying,-27.5,1015
2178,Fruit,Sapota,Vacuum,48.9,582
2179,Vegetable,Carrot,Sun,37.9,1396
2180,Fruit,Guava,Microwave,78.1,39
2181,Vegetable,Pumpkin,Microwave,76.2,64
2182,Vegetable,Cucumber,Solar,61.9,874
2183,Vegetable,Cauliflower,Sun,33.6,1434
2184,Vegetable,Beetroot,Hot-Air,49.3,501
2185,Fruit,Blueberry,Solar,36.7,949
2186,Vegetable,Radish,Hot-Air,57.8,405
2187,Vegetable,Mushroom,Solar,52.2,596
2188,Fruit,Lemon,Sun,35.4,984
2189,Vegetable,Bell Pepper,Sun,45.2,1043
2190,Fruit,Custard Apple,Solar,57.6,733
2191,Fruit,Watermelon,Microwave,59.8,76
2192,Vegetable,Ginger,Hot-Air,81.3,444
2193,Fruit,Guava,Solar,49.0,997
2194,Fruit,Pomegranate,Vacuum,66.9,701
2195,Fruit,Pineapple,Vacuum,50.0,207
2196,Vegetable,Cucumber,Freeze-Drying,-1.2,1668
2197,Vegetable,Eggplant,Vacuum,67.7,331
2198,Vegetable,Cauliflower,Solar,50.0,1193
2199,Vegetable,Coriander Leaves,Hot-Air,87.3,296
2200,Vegetable,Radish,Vacuum,57.5,786
2201,Vegetable,Spinach,Vacuum,41.4,259
2202,Vegetable,Cabbage,Freeze-Drying,12.0,874
2203,Fruit,Dragon Fruit,Solar,46.4,1122
2204,Vegetable,Drumstick,Solar,44.4,903
2205,Vegetable,Chili Pepper,Hot-Air,41.9,430
2206,Vegetable,Okra,Sun,46.3,1411
2207,Fruit,Pomegranate,Microwave,77.4,43
2208,Vegetable,Cauliflower,Hot-Air,79.6,307
2209,Fruit,Pear,Vacuum,44.4,280
2210,Vegetable,Chili Pepper,Sun,49.3,831
2211,Fruit,Dragon Fruit,Sun,47.1,911
2212,Vegetable,Tomato,Solar,59.5,843
2213,Vegetable,Cabbage,Vacuum,47.7,501
2214,Vegetable,Pumpkin,Microwave,79.5,72
2215,Vegetable,Green Peas,Hot-Air,78.4,490
2216,Fruit,Strawberry,Microwave,53.3,15
2217,Fruit,Apricot,Microwave,78.0,89
2218,Fruit,Apricot,Hot-Air,79.9,400
2219,Vegetable,Bell Pepper,Freeze-Drying,-36.8,1653
2220,Vegetable,Garlic,Solar,46.2,726
2221,Vegetable,Mushroom,Microwave,72.1,60
2222,Vegetable,Okra,Microwave,55.9,68
2223,Vegetable,Bitter Gourd,Hot-Air,81.8,354
2224,Vegetable,Bitter Gourd,Hot-Air,86.3,245
2225,Vegetable,Carrot,Microwave,56.3,23
2226,Fruit,Mango,Hot-Air,71.3,393
2227,Fruit,Fig,Vacuum,48.8,506
2228,Fruit,Pomegranate,Solar,48.6,755
2229,Fruit,Custard Apple,Freeze-Drying,-8.0,876
2230,Fruit,Banana,Microwave,67.8,45
2231,Fruit,Plum,Vacuum,44.5,223
2232,Fruit,Cherry,Solar,46.5,839
2233,Fruit,Custard Apple,Sun,39.5,900
2234,Vegetable,Broccoli,Solar,62.8,676
2235,Vegetable,Bitter Gourd,Sun,54.3,714
2236,Vegetable,Eggplant,Vacuum,42.4,406
2237,Fruit,Kiwi,Microwave,60.1,11
2238,Fruit,Papaya,Solar,52.5,616
2239,Vegetable,Bell Pepper,Sun,46.4,1096
2240,Fruit,Peach,Solar,58.3,818
2241,Vegetable,Pumpkin,Vacuum,63.2,213
2242,Fruit,Plum,Vacuum,40.6,717
2243,Vegetable,Radish,Hot-Air,62.5,214
2244,Fruit,Lemon,Vacuum,58.4,669
2245,Vegetable,Mushroom,Vacuum,58.8,289
2246,Fruit,Pear,Freeze-Drying,-18.9,852
2247,Fruit,Blueberry,Sun,33.2,674
2248,Fruit,Jackfruit,Microwave,69.5,55
2249,Fruit,Sapota,Hot-Air,79.0,121
2250,Vegetable,Onion,Sun,41.4,893
2251,Vegetable,Beetroot,Freeze-Drying,26.9,948
2252,Fruit,Apricot,Microwave,76.2,83
2253,Fruit,Papaya,Sun,48.7,1182
2254,Vegetable,Cabbage,Sun,47.4,1364
2255,Fruit,Peach,Microwave,67.0,64
2256,Fruit,Lychee,Freeze-Drying,23.7,977
2257,Fruit,Dragon Fruit,Solar,44.3,603
2258,Fruit,Kiwi,Hot-Air,67.7,282
2259,Fruit,Papaya,Freeze-Drying,-4.9,1569
2260,Vegetable,Garlic,Vacuum,62.1,262
2261,Vegetable,Broccoli,Sun,37.7,858
2262,Vegetable,Cauliflower,Solar,51.4,603
2263,Vegetable,Drumstick,Freeze-Drying,-7.6,1501
2264,Fruit,Orange,Sun,32.6,1172
2265,Vegetable,Onion,Vacuum,69.2,469
2266,Fruit,Fig,Solar,48.1,642
2267,Vegetable,Coriander Leaves,Vacuum,34.4,423
2268,Vegetable,Ginger,Microwave,72.7,17
2269,Vegetable,Onion,Hot-Air,69.2,223
2270,Vegetable,Pumpkin,Sun,45.1,1338
2271,Vegetable,Cucumber,Solar,39.2,786
2272,Vegetable,Coriander Leaves,Freeze-Drying,28.3,1273
2273,Fruit,Strawberry,Solar,54.7,553
2274,Vegetable,Bitter Gourd,Sun,41.4,970
2275,Fruit,Apricot,Hot-Air,46.3,258
2276,Fruit,Pomegranate,Microwave,64.7,21
2277,Vegetable,Cabbage,Solar,55.7,795
2278,Fruit,Sapota,Solar,50.8,770
2279,Vegetable,Spinach,Sun,33.2,844
2280,Fruit,Kiwi,Sun,51.7,1124
2281,Vegetable,Mint Leaves,Vacuum,45.2,287
2282,Vegetable,Radish,Solar,47.7,1128
2283,Fruit,Dragon Fruit,Microwave,51.7,44
2284,Fruit,Mango,Vacuum,44.4,238
2285,Fruit,Fig,Solar,63.1,634
2286,Vegetable,Broccoli,Sun,42.2,1469
2287,Vegetable,Eggplant,Microwave,68.1,71
2288,Fruit,Cherry,Freeze-Drying,4.2,802
2289,Fruit,Papaya,Solar,35.4,799
2290,Fruit,Guava,Solar,45.2,550
2291,Vegetable,Cabbage,Solar,42.1,1015
2292,Fruit,Lemon,Hot-Air,53.3,476
2293,Vegetable,Green Peas,Hot-Air,46.2,460
2294,Fruit,Banana,Microwave,56.3,14
2295,Vegetable,Mint Leaves,Vacuum,64.5,527
2296,Fruit,Plum,Vacuum,55.4,704
2297,Fruit,Orange,Solar,36.8,826
2298,Vegetable,Cabbage,Hot-Air,68.4,297
2299,Vegetable,Spinach,Solar,43.4,1027
2300,Vegetable,Cauliflower,Hot-Air,79.8,222
2301,Vegetable,Drumstick,Sun,31.4,1398
2302,Vegetable,Cucumber,Hot-Air,50.2,303
2303,Vegetable,Eggplant,Freeze-Drying,29.4,852
2304,Fruit,Papaya,Hot-Air,64.4,450
2305,Fruit,Pear,Solar,53.1,717
2306,Fruit,Apricot,Microwave,77.0,67
2307,Vegetable,Bitter Gourd,Sun,36.5,829
2308,Vegetable,Green Peas,Hot-Air,53.1,441
2309,Fruit,Banana,Solar,54.4,510
2310,Fruit,Banana,Microwave,59.3,80
2311,Vegetable,Beetroot,Sun,49.8,1465
2312,Fruit,Kiwi,Sun,34.4,634
2313,Vegetable,Chili Pepper,Hot-Air,67.7,464
2314,Vegetable,Green Peas,Solar,50.1,497
2315,Vegetable,Bitter Gourd,Solar,51.5,875
2316,Vegetable,Chili Pepper,Solar,53.2,1072
2317,Fruit,Pear,Solar,48.4,497
2318,Fruit,Kiwi,Sun,54.5,1203
2319,Vegetable,Potato,Hot-Air,47.2,292
2320,Fruit,Fig,Sun,51.3,1221
2321,Fruit,Mango,Vacuum,45.9,660
2322,Vegetable,Broccoli,Vacuum,41.6,763
2323,Vegetable,Drumstick,Hot-Air,85.4,579
2324,Fruit,Jackfruit,Hot-Air,87.3,331
2325,Vegetable,Ginger,Solar,59.2,1197
2326,Vegetable,Cabbage,Freeze-Drying,14.8,1491
2327,Fruit,Plum,Freeze-Drying,-34.9,916
2328,Vegetable,Potato,Hot-Air,59.6,411
2329,Fruit,Strawberry,Sun,35.1,811
2330,Vegetable,Potato,Microwave,67.6,22
2331,Fruit,Banana,Vacuum,35.5,212
2332,Vegetable,Pumpkin,Solar,64.0,952
2333,Vegetable,Cauliflower,Hot-Air,63.0,508
2334,Vegetable,Coriander Leaves,Vacuum,69.9,548
2335,Vegetable,Carrot,Microwave,56.9,12
2336,Fruit,Jackfruit,Solar,61.7,1043
2337,Vegetable,Radish,Vacuum,48.4,353
2338,Vegetable,Mushroom,Vacuum,37.5,325
2339,Fruit,Custard Apple,Solar,60.9,1164
2340,Fruit,Kiwi,Freeze-Drying,-39.4,1560
2341,Fruit,Cherry,Hot-Air,52.6,238
2342,Vegetable,Bitter Gourd,Vacuum,35.0,546
2343,Vegetable,Onion,Sun,41.4,953
2344,Fruit,Lemon,Microwave,78.8,28
2345,Fruit,Papaya,Solar,47.0,910
2346,Vegetable,Eggplant,Microwave,59.1,24
2347,Vegetable,Onion,Vacuum,32.9,418
2348,Vegetable,Carrot,Freeze-Drying,5.6,1168
2349,Fruit,Lemon,Vacuum,52.6,540
2350,Vegetable,Mushroom,Hot-Air,88.6,537
2351,Vegetable,Beetroot,Freeze-Drying,11.2,1597
2352,Fruit,Dragon Fruit,Solar,40.6,928
2353,Fruit,Dragon Fruit,Sun,41.2,1105
2354,Vegetable,Broccoli,Hot-Air,64.4,567
2355,Fruit,Blueberry,Hot-Air,84.1,319
2356,Vegetable,Ginger,Solar,38.7,675
2357,Fruit,Pear,Freeze-Drying,-23.2,1795
2358,Vegetable,Onion,Vacuum,42.2,287
2359,Fruit,Pineapple,Sun,44.3,909
2360,Fruit,Pomegranate,Vacuum,30.1,533
2361,Vegetable,Spinach,Vacuum,56.2,261
2362,Fruit,Fig,Solar,48.1,739
2363,Fruit,Papaya,Freeze-Drying,20.1,723
2364,Vegetable,Pumpkin,Vacuum,68.3,672
2365,Vegetable,Potato,Microwave,68.3,28
2366,Vegetable,Eggplant,Freeze-Drying,25.6,602
2367,Vegetable,Mint Leaves,Hot-Air,43.0,579
2368,Vegetable,Chili Pepper,Hot-Air,58.6,150
2369,Fruit,Guava,Vacuum,30.4,580
2370,Vegetable,Chili Pepper,Sun,38.3,1127
2371,Fruit,Lychee,Hot-Air,85.0,361
2372,Fruit,Pineapple,Vacuum,50.4,258
2373,Vegetable,Radish,Freeze-Drying,0.3,1327
2374,Fruit,Guava,Microwave,68.4,72
2375,Vegetable,Tomato,Sun,33.1,1208
2376,Vegetable,Pumpkin,Microwave,70.1,65
2377,Fruit,Mango,Solar,44.5,796
2378,Fruit,Pomegranate,Sun,48.4,1363
2379,Vegetable,Carrot,Freeze-Drying,-1.8,682
2380,Vegetable,Chili Pepper,Solar,60.3,705
2381,Fruit,Fig,Microwave,52.7,13
2382,Vegetable,Mushroom,Vacuum,64.3,663
2383,Vegetable,Mushroom,Microwave,79.8,75
2384,Fruit,Pomegranate,Microwave,67.5,41
2385,Fruit,Orange,Hot-Air,84.3,408
2386,Fruit,Dragon Fruit,Microwave,75.9,30
2387,Vegetable,Chili Pepper,Microwave,60.9,58
2388,Fruit,Plum,Freeze-Drying,-7.7,1430
2389,Fruit,Lemon,Solar,48.0,850
2390,Vegetable,Garlic,Freeze-Drying,-22.6,871
2391,Fruit,Apricot,Freeze-Drying,-20.0,1618
2392,Fruit,Grapes,Sun,42.4,1391
2393,Fruit,Fig,Freeze-Drying,0.7,1185
2394,Fruit,Jackfruit,Hot-Air,74.5,147
2395,Fruit,Apple,Sun,43.3,1033
2396,Vegetable,Ginger,Freeze-Drying,1.8,793
2397,Fruit,Guava,Freeze-Drying,-7.5,1874
2398,Vegetable,Bitter Gourd,Hot-Air,78.2,212
2399,Vegetable,Ginger,Solar,38.4,946
2400,Fruit,Banana,Solar,47.1,683
2401,Fruit,Kiwi,Solar,63.2,514
2402,Vegetable,Onion,Sun,34.2,1321
2403,Vegetable,Tomato,Vacuum,55.6,703
2404,Fruit,Plum,Vacuum,36.0,480
2405,Vegetable,Bell Pepper,Microwave,69.0,77
2406,Fruit,Pineapple,Solar,61.1,716
2407,Fruit,Jackfruit,Freeze-Drying,12.9,1068
2408,Vegetable,Cucumber,Sun,48.5,637
2409,Fruit,Apple,Solar,62.3,852
2410,Fruit,Papaya,Microwave,56.9,29
2411,Vegetable,Mushroom,Microwave,65.7,71
2412,Fruit,Cherry,Freeze-Drying,20.2,1579
2413,Vegetable,Drumstick,Hot-Air,88.5,431
2414,Fruit,Apricot,Sun,54.7,1094
2415,Vegetable,Okra,Vacuum,65.7,516
2416,Vegetable,Potato,Freeze-Drying,-31.3,1125
2417,Fruit,Orange,Hot-Air,40.7,453
2418,Fruit,Banana,Sun,41.0,834
2419,Fruit,Pear,Vacuum,44.7,582
2420,Vegetable,Drumstick,Freeze-Drying,-34.4,1701
2421,Vegetable,Drumstick,Solar,57.9,1197
2422,Vegetable,Cauliflower,Vacuum,62.5,698
2423,Vegetable,Okra,Sun,34.9,1447
2424,Fruit,Orange,Microwave,56.5,30
2425,Fruit,Cherry,Solar,60.2,709
2426,Vegetable,Bell Pepper,Freeze-Drying,-7.8,1592
2427,Fruit,Apricot,Hot-Air,52.8,177
2428,Fruit,Plum,Solar,57.9,720
2429,Vegetable,Pumpkin,Vacuum,55.8,565
2430,Vegetable,Drumstick,Microwave,54.2,25
2431,Vegetable,Okra,Vacuum,53.2,339
2432,Vegetable,Onion,Freeze-Drying,21.3,1660
2433,Vegetable,Mint Leaves,Vacuum,69.7,682
2434,Vegetable,Onion,Vacuum,52.5,691
2435,Vegetable,Coriander Leaves,Solar,58.9,493
2436,Vegetable,Mushroom,Solar,43.9,596
2437,Vegetable,Cabbage,Microwave,79.7,67
2438,Fruit,Sapota,Solar,43.0,833
2439,Vegetable,Carrot,Hot-Air,73.3,476
2440,Vegetable,Ginger,Sun,53.3,883
2441,Vegetable,Drumstick,Hot-Air,75.5,279
2442,Fruit,Guava,Hot-Air,55.9,229
2443,Fruit,Guava,Vacuum,51.7,693
2444,Fruit,Lychee,Hot-Air,48.6,553
2445,Vegetable,Coriander Leaves,Microwave,58.1,35
2446,Fruit,Plum,Vacuum,35.1,724
2447,Fruit,Cherry,Hot-Air,76.8,507
2448,Vegetable,Potato,Hot-Air,61.5,377
2449,Fruit,Dragon Fruit,Freeze-Drying,-33.5,1829
2450,Fruit,Pomegranate,Microwave,61.0,62
2451,Vegetable,Cauliflower,Solar,61.9,955
2452,Vegetable,Eggplant,Vacuum,38.0,613
2453,Vegetable,Chili Pepper,Solar,42.1,714
2454,Fruit,Papaya,Freeze-Drying,-36.7,1018
2455,Fruit,Apple,Sun,52.8,1173
2456,Vegetable,Coriander Leaves,Solar,42.8,1196
2457,Fruit,Lychee,Microwave,53.1,56
2458,Vegetable,Bell Pepper,Solar,52.1,1013
2459,Fruit,Banana,Sun,50.1,1283
2460,Fruit,Plum,Freeze-Drying,-24.2,1452
2461,Fruit,Mango,Hot-Air,77.2,151
2462,Vegetable,Pumpkin,Solar,64.8,983
2463,Vegetable,Pumpkin,Sun,53.2,708
2464,Fruit,Kiwi,Vacuum,43.5,263
2465,Vegetable,Carrot,Solar,44.3,1182
2466,Fruit,Custard Apple,Hot-Air,75.2,194
2467,Vegetable,Chili Pepper,Freeze-Drying,-15.8,1964
2468,Fruit,Orange,Hot-Air,65.9,461
2469,Vegetable,Okra,Microwave,60.6,24
2470,Vegetable,Mint Leaves,Vacuum,30.5,220
2471,Vegetable,Eggplant,Vacuum,66.3,588
2472,Vegetable,Drumstick,Sun,38.4,919
2473,Fruit,Pear,Sun,45.0,1364
2474,Vegetable,Radish,Sun,50.1,830
2475,Vegetable,Radish,Solar,58.3,622
2476,Fruit,Peach,Hot-Air,89.9,349
2477,Fruit,Custard Apple,Vacuum,60.6,573
2478,Fruit,Mango,Solar,57.3,1175
2479,Vegetable,Okra,Freeze-Drying,-17.2,856
2480,Fruit,Pomegranate,Freeze-Drying,21.6,1727
2481,Fruit,Pomegranate,Microwave,53.4,63
2482,Fruit,Custard Apple,Vacuum,42.6,251
2483,Vegetable,Mint Leaves,Microwave,73.5,53
2484,Vegetable,Cauliflower,Solar,57.0,885
2485,Vegetable,Eggplant,Microwave,51.9,63
2486,Fruit,Apple,Vacuum,39.0,672
2487,Vegetable,Spinach,Hot-Air,73.1,419
2488,Fruit,Apple,Microwave,63.5,20
2489,Vegetable,Potato,Hot-Air,43.9,489
2490,Fruit,Blueberry,Sun,30.7,800
2491,Vegetable,Cabbage,Freeze-Drying,-19.0,825
2492,Vegetable,Green Peas,Solar,42.8,1143
2493,Fruit,Pomegranate,Freeze-Drying,-33.4,1727
2494,Vegetable,Bell Pepper,Solar,39.0,1059
2495,Fruit,Apricot,Solar,55.4,1143
2496,Vegetable,Drumstick,Microwave,70.4,30
2497,Vegetable,Ginger,Hot-Air,73.5,173
2498,Vegetable,Radish,Sun,49.6,1493
2499,Vegetable,Spinach,Hot-Air,52.2,505
2500,Fruit,Pineapple,Microwave,65.2,20
2501,Vegetable,Coriander Leaves,Solar,64.4,524
2502,Fruit,Guava,Freeze-Drying,-18.4,1307
2503,Fruit,Orange,Solar,57.3,911
2504,Fruit,Guava,Hot-Air,78.1,177
2505,Fruit,Grapes,Hot-Air,85.1,165
2506,Vegetable,Beetroot,Freeze-Drying,20.4,867
2507,Fruit,Banana,Sun,38.7,814
2508,Vegetable,Cucumber,Hot-Air,44.5,419
2509,Vegetable,Tomato,Sun,43.2,1023
2510,Vegetable,Broccoli,Sun,48.6,1448
2511,Fruit,Orange,Freeze-Drying,28.6,845
2512,Vegetable,Potato,Vacuum,52.5,379
2513,Vegetable,Chili Pepper,Hot-Air,49.2,356
2514,Fruit,Grapes,Microwave,72.0,37
2515,Fruit,Orange,Hot-Air,43.8,530
2516,Vegetable,Broccoli,Vacuum,36.7,307
2517,Vegetable,Cabbage,Sun,35.0,1475
2518,Vegetable,Radish,Vacuum,37.5,467
2519,Fruit,Apricot,Vacuum,64.8,634
2520,Vegetable,Spinach,Microwave,63.8,81
2521,Vegetable,Chili Pepper,Vacuum,39.8,619
2522,Fruit,Custard Apple,Solar,45.7,794
2523,Fruit,Apple,Microwave,61.4,17
2524,Vegetable,Cucumber,Vacuum,44.0,486
2525,Fruit,Orange,Microwave,67.4,62
2526,Vegetable,Beetroot,Hot-Air,43.5,585
2527,Fruit,Watermelon,Freeze-Drying,-8.6,1117
2528,Fruit,Blueberry,Sun,54.8,1315
2529,Vegetable,Eggplant,Freeze-Drying,-0.2,1234
2530,Fruit,Watermelon,Microwave,56.2,41
2531,Vegetable,Tomato,Vacuum,52.4,249
2532,Fruit,Orange,Hot-Air,64.6,372
2533,Fruit,Jackfruit,Freeze-Drying,-39.1,1488
2534,Vegetable,Cabbage,Sun,34.1,1211
2535,Fruit,Fig,Hot-Air,44.9,243
2536,Fruit,Pomegranate,Solar,53.1,592
2537,Vegetable,Coriander Leaves,Microwave,56.9,53
2538,Vegetable,Mint Leaves,Solar,46.1,642
2539,Fruit,Pomegranate,Microwave,72.7,77
2540,Vegetable,Carrot,Microwave,66.3,23
2541,Vegetable,Pumpkin,Sun,50.3,746
2542,Fruit,Apple,Microwave,66.6,13
2543,Vegetable,Okra,Sun,49.5,1180
2544,Vegetable,Potato,Solar,38.6,867
2545,Vegetable,Broccoli,Vacuum,41.2,367
2546,Fruit,Pineapple,Sun,54.3,1281
2547,Vegetable,Broccoli,Vacuum,42.5,780
2548,Fruit,Jackfruit,Microwave,71.0,77
2549,Fruit,Fig,Microwave,77.9,25
2550,Fruit,Plum,Vacuum,30.3,218
2551,Vegetable,Eggplant,Freeze-Drying,-34.8,1719
2552,Vegetable,Carrot,Microwave,62.2,82
2553,Vegetable,Garlic,Vacuum,46.4,335
2554,Fruit,Sapota,Hot-Air,60.1,250
2555,Fruit,Papaya,Microwave,76.0,37
2556,Vegetable,Carrot,Freeze-Drying,-26.6,1866
2557,Vegetable,Onion,Freeze-Drying,-15.7,1876
2558,Vegetable,Cucumber,Hot-Air,54.1,229
2559,Vegetable,Spinach,Vacuum,50.7,269
2560,Vegetable,Beetroot,Hot-Air,65.7,134
2561,Fruit,Peach,Freeze-Drying,5.8,1063
2562,Vegetable,Ginger,Vacuum,66.4,781
2563,Vegetable,Bell Pepper,Solar,64.8,1146
2564,Vegetable,Garlic,Solar,56.9,568
2565,Vegetable,Ginger,Microwave,60.3,57
2566,Fruit,Jackfruit,Vacuum,47.6,420
2567,Vegetable,Green Peas,Vacuum,49.1,567
2568,Fruit,Lychee,Freeze-Drying,-7.4,1726
2569,Fruit,Pomegranate,Microwave,66.9,89
2570,Vegetable,Cauliflower,Microwave,60.8,88
2571,Fruit,Plum,Freeze-Drying,7.6,1609
2572,Vegetable,Mint Leaves,Solar,48.9,934
2573,Vegetable,Spinach,Vacuum,55.4,800
2574,Fruit,Papaya,Sun,34.3,1159
2575,Fruit,Lychee,Solar,59.6,656
2576,Vegetable,Bitter Gourd,Freeze-Drying,19.7,855
2577,Vegetable,Beetroot,Vacuum,52.8,525
2578,Vegetable,Cucumber,Vacuum,64.4,727
2579,Vegetable,Eggplant,Freeze-Drying,-0.2,1237
2580,Fruit,Mango,Sun,36.5,679
2581,Vegetable,Carrot,Freeze-Drying,9.5,1595
2582,Vegetable,Pumpkin,Sun,31.1,895
2583,Vegetable,Carrot,Microwave,56.9,60
2584,Fruit,Kiwi,Sun,40.9,857
2585,Vegetable,Ginger,Microwave,63.6,69
2586,Vegetable,Bell Pepper,Freeze-Drying,-33.4,1502
2587,Vegetable,Mushroom,Solar,41.7,909
2588,Vegetable,Broccoli,Sun,32.6,1278
2589,Fruit,Blueberry,Vacuum,55.9,611
2590,Vegetable,Mint Leaves,Sun,47.9,863
2591,Fruit,Plum,Freeze-Drying,-14.1,1677
2592,Vegetable,Green Peas,Solar,52.3,978
2593,Fruit,Fig,Sun,37.3,809
2594,Vegetable,Okra,Microwave,71.8,86
2595,Fruit,Custard Apple,Microwave,76.6,50
2596,Fruit,Jackfruit,Microwave,73.2,57
2597,Fruit,Apple,Microwave,63.4,34
2598,Vegetable,Cauliflower,Freeze-Drying,-16.6,1023
2599,Fruit,Jackfruit,Vacuum,59.4,517
2600,Fruit,Mango,Hot-Air,72.5,147
2601,Fruit,Guava,Sun,31.4,1234
2602,Fruit,Cherry,Freeze-Drying,-7.9,1773
2603,Vegetable,Mushroom,Sun,38.8,945
2604,Vegetable,Bell Pepper,Hot-Air,61.0,453
2605,Fruit,Pomegranate,Microwave,50.8,31
2606,Vegetable,Bell Pepper,Hot-Air,50.0,141
2607,Vegetable,Onion,Microwave,71.4,49
2608,Vegetable,Bitter Gourd,Freeze-Drying,-28.1,1222
2609,Vegetable,Drumstick,Solar,36.9,792
2610,Fruit,Lychee,Freeze-Drying,-33.3,1980
2611,Fruit,Cherry,Solar,43.9,489
2612,Vegetable,Ginger,Microwave,59.0,61
2613,Vegetable,Radish,Sun,44.8,907
2614,Vegetable,Cabbage,Microwave,60.4,87
2615,Fruit,Pear,Freeze-Drying,-33.2,1838
2616,Fruit,Apple,Hot-Air,61.7,429
2617,Vegetable,Coriander Leaves,Hot-Air,55.6,468
2618,Vegetable,Mint Leaves,Freeze-Drying,-4.5,1880
2619,Fruit,Pear,Vacuum,54.8,267
2620,Vegetable,Coriander Leaves,Hot-Air,42.6,450
2621,Vegetable,Pumpkin,Sun,40.3,802
2622,Fruit,Pear,Vacuum,60.4,580
2623,Vegetable,Mushroom,Vacuum,59.6,353
2624,Fruit,Lemon,Freeze-Drying,-1.9,847
2625,Fruit,Apricot,Freeze-Drying,13.9,1402
2626,Fruit,Fig,Hot-Air,85.6,589
2627,Vegetable,Cabbage,Hot-Air,49.3,472
2628,Vegetable,Cauliflower,Freeze-Drying,16.1,1233
2629,Fruit,Apple,Vacuum,53.6,479
2630,Vegetable,Onion,Hot-Air,43.6,409
2631,Vegetable,Radish,Hot-Air,64.6,406
2632,Fruit,Banana,Microwave,76.9,64
2633,Fruit,Watermelon,Freeze-Drying,-10.4,690
2634,Vegetable,Green Peas,Solar,59.7,486
2635,Fruit,Fig,Solar,42.7,1173
2636,Vegetable,Bitter Gourd,Microwave,78.2,32
2637,Fruit,Sapota,Hot-Air,53.0,311
2638,Vegetable,Cabbage,Vacuum,55.1,632
2639,Vegetable,Carrot,Sun,51.0,953
2640,Fruit,Pear,Microwave,58.6,90
2641,Vegetable,Drumstick,Hot-Air,63.5,584
2642,Fruit,Strawberry,Microwave,55.7,84
2643,Vegetable,Potato,Freeze-Drying,-13.6,930
2644,Fruit,Guava,Hot-Air,60.3,416
2645,Vegetable,Okra,Vacuum,54.6,434
2646,Fruit,Guava,Freeze-Drying,10.7,1999
2647,Fruit,Orange,Vacuum,57.6,658
2648,Fruit,Pear,Hot-Air,55.7,329
2649,Fruit,Pomegranate,Hot-Air,78.5,326
2650,Fruit,Blueberry,Solar,35.5,752
2651,Vegetable,Ginger,Sun,34.6,996
2652,Fruit,Pear,Sun,50.1,1066
2653,Fruit,Sapota,Solar,36.2,889
2654,Fruit,Orange,Vacuum,42.7,341
2655,Fruit,Strawberry,Vacuum,34.1,313
2656,Vegetable,Chili Pepper,Hot-Air,88.6,163
2657,Vegetable,Spinach,Hot-Air,61.1,389
2658,Vegetable,Mushroom,Freeze-Drying,-10.8,1711
2659,Vegetable,Drumstick,Sun,52.7,685
2660,Fruit,Peach,Solar,49.4,1012
2661,Fruit,Apple,Sun,37.4,1294
2662,Vegetable,Onion,Solar,38.7,1194
2663,Vegetable,Tomato,Microwave,73.6,51
2664,Vegetable,Cauliflower,Vacuum,35.7,203
2665,Vegetable,Carrot,Solar,37.6,887
2666,Vegetable,Tomato,Freeze-Drying,-17.3,1500
2667,Vegetable,Coriander Leaves,Solar,41.2,795
2668,Fruit,Sapota,Solar,38.9,1162
2669,Fruit,Cherry,Sun,40.8,1496
2670,Vegetable,Spinach,Vacuum,52.3,554
2671,Vegetable,Green Peas,Sun,52.3,1113
2672,Fruit,Guava,Hot-Air,72.1,421
2673,Fruit,Fig,Microwave,56.8,46
2674,Vegetable,Cauliflower,Solar,43.6,939
2675,Vegetable,Chili Pepper,Microwave,55.7,14
2676,Vegetable,Cucumber,Vacuum,69.6,424
2677,Fruit,Grapes,Sun,41.4,1064
2678,Fruit,Jackfruit,Sun,37.9,1169
2679,Fruit,Papaya,Microwave,79.7,74
2680,Fruit,Banana,Sun,35.8,804
2681,Vegetable,Garlic,Freeze-Drying,-36.7,1735
2682,Fruit,Pomegranate,Vacuum,52.3,684
2683,Fruit,Watermelon,Hot-Air,80.6,217
2684,Fruit,Cherry,Hot-Air,60.8,572
2685,Vegetable,Mushroom,Solar,56.0,556
2686,Fruit,Papaya,Hot-Air,68.6,187
2687,Vegetable,Drumstick,Hot-Air,48.7,357
2688,Fruit,Cherry,Freeze-Drying,6.7,1494
